КодФирмы,Территория
4203,"08. див. Центральный"
2154,"06. див. Средняя Волга"
913,"07. див. Верхняя Волга"
4128,"05. див. Юг"
2996,"09. див. Черноземье"
1156,"05. див. Юг"
4251,"08. див. Центральный"
4147,"01. див. Дальний Восток"
834,"07. див. Верхняя Волга"
4027,"03. див. Западная Сибирь"
1320,"03. див. Западная Сибирь"
2827,"07. див. Верхняя Волга"
2779,"09. див. Черноземье"
4252,"08. див. Центральный"
1981,"09. див. Черноземье"
3593,"07. див. Верхняя Волга"
1559,"09. див. Черноземье"
974,"05. див. Юг"
1370,"10. див. Приволжский"
3323,"04. див. Урал"
2995,"04. див. Урал"
3091,"05. див. Юг"
2918,"04. див. Урал"
1671,"04. див. Урал"
1859,"05. див. Юг"
565,"07. див. Верхняя Волга"
2295,"01. див. Дальний Восток"
4446,"02. див. Восточная Сибирь"
4291,"03. див. Западная Сибирь"
1579,"07. див. Верхняя Волга"
3816,"01. див. Дальний Восток"
4365,"03. див. Западная Сибирь"
1265,"05. див. Юг"
4444,"09. див. Черноземье"
144,"01. див. Дальний Восток"
244,"04. див. Урал"
2705,"02. див. Восточная Сибирь"
3735,"05. див. Юг"
2656,"06. див. Средняя Волга"
63,"03. див. Западная Сибирь"
498,"04. див. Урал"
2745,"02. див. Восточная Сибирь"
2598,"06. див. Средняя Волга"
809,"10. див. Приволжский"
3547,"07. див. Верхняя Волга"
1368,"06. див. Средняя Волга"
477,"07. див. Верхняя Волга"
2881,"07. див. Верхняя Волга"
3976,"06. див. Средняя Волга"
386,"07. див. Верхняя Волга"
1321,"03. див. Западная Сибирь"
286,"05. див. Юг"
4225,"09. див. Черноземье"
4832,"07. див. Верхняя Волга"
1159,"03. див. Западная Сибирь"
554,"06. див. Средняя Волга"
2093,"01. див. Дальний Восток"
1299,"05. див. Юг"
1346,"02. див. Восточная Сибирь"
967,"04. див. Урал"
859,"07. див. Верхняя Волга"
875,"08. див. Центральный"
3958,"08. див. Центральный"
3987,"02. див. Восточная Сибирь"
1314,"04. див. Урал"
2236,"10. див. Приволжский"
2905,"03. див. Западная Сибирь"
1989,"07. див. Верхняя Волга"
1607,"06. див. Средняя Волга"
467,"09. див. Черноземье"
1583,"04. див. Урал"
4395,"05. див. Юг"
3326,"05. див. Юг"
387,"05. див. Юг"
2211,"01. див. Дальний Восток"
3576,"08. див. Центральный"
4170,"08. див. Центральный"
978,"09. див. Черноземье"
485,"07. див. Верхняя Волга"
1222,"10. див. Приволжский"
1403,"10. див. Приволжский"
4668,"08. див. Центральный"
1386,"07. див. Верхняя Волга"
4376,"09. див. Черноземье"
170,"04. див. Урал"
171,"03. див. Западная Сибирь"
172,"05. див. Юг"
174,"03. див. Западная Сибирь"
175,"04. див. Урал"
3851,"04. див. Урал"
4315,"04. див. Урал"
1203,"01. див. Дальний Восток"
3126,"06. див. Средняя Волга"
595,"07. див. Верхняя Волга"
2951,"09. див. Черноземье"
1037,"07. див. Верхняя Волга"
1713,"08. див. Центральный"
1300,"04. див. Урал"
441,"05. див. Юг"
1192,"03. див. Западная Сибирь"
2708,"09. див. Черноземье"
1667,"10. див. Приволжский"
614,"07. див. Верхняя Волга"
2983,"08. див. Центральный"
3807,"04. див. Урал"
3286,"06. див. Средняя Волга"
1587,"09. див. Черноземье"
550,"04. див. Урал"
846,"11. див. Северо-Западный"
3340,"08. див. Центральный"
4646,"08. див. Центральный"
1649,"07. див. Верхняя Волга"
1993,"05. див. Юг"
1882,"03. див. Западная Сибирь"
1481,"11. див. Северо-Западный"
1363,"03. див. Западная Сибирь"
4390,"01. див. Дальний Восток"
303,"06. див. Средняя Волга"
4340,"10. див. Приволжский"
1275,"03. див. Западная Сибирь"
1389,"04. див. Урал"
1199,"10. див. Приволжский"
1411,"03. див. Западная Сибирь"
952,"04. див. Урал"
1154,"11. див. Северо-Западный"
2896,"02. див. Восточная Сибирь"
445,"10. див. Приволжский"
3838,"05. див. Юг"
3071,"05. див. Юг"
1908,"02. див. Восточная Сибирь"
2732,"04. див. Урал"
1538,"10. див. Приволжский"
518,"07. див. Верхняя Волга"
1108,"10. див. Приволжский"
3885,"04. див. Урал"
3880,"08. див. Центральный"
668,"07. див. Верхняя Волга"
688,"04. див. Урал"
3311,"09. див. Черноземье"
4228,"04. див. Урал"
3575,"08. див. Центральный"
2248,"05. див. Юг"
3018,"09. див. Черноземье"
1393,"03. див. Западная Сибирь"
2024,"05. див. Юг"
3175,"05. див. Юг"
4163,"05. див. Юг"
2133,"04. див. Урал"
3708,"05. див. Юг"
4166,"10. див. Приволжский"
4368,"09. див. Черноземье"
998,"07. див. Верхняя Волга"
360,"08. див. Центральный"
1692,"06. див. Средняя Волга"
4506,"03. див. Западная Сибирь"
3010,"01. див. Дальний Восток"
2811,"05. див. Юг"
3020,"11. див. Северо-Западный"
389,"05. див. Юг"
396,"09. див. Черноземье"
1483,"11. див. Северо-Западный"
2273,"01. див. Дальний Восток"
468,"07. див. Верхняя Волга"
3562,"08. див. Центральный"
4401,"02. див. Восточная Сибирь"
1413,"03. див. Западная Сибирь"
3115,"06. див. Средняя Волга"
2327,"10. див. Приволжский"
3859,"03. див. Западная Сибирь"
2802,"02. див. Восточная Сибирь"
1440,"03. див. Западная Сибирь"
587,"03. див. Западная Сибирь"
988,"04. див. Урал"
1933,"10. див. Приволжский"
1946,"04. див. Урал"
1648,"09. див. Черноземье"
200,"04. див. Урал"
3462,"11. див. Северо-Западный"
2172,"06. див. Средняя Волга"
205,"07. див. Верхняя Волга"
3992,"10. див. Приволжский"
354,"04. див. Урал"
2360,"01. див. Дальний Восток"
3217,"05. див. Юг"
2005,"02. див. Восточная Сибирь"
4208,"08. див. Центральный"
4296,"07. див. Верхняя Волга"
3011,"11. див. Северо-Западный"
1708,"06. див. Средняя Волга"
105,"01. див. Дальний Восток"
1406,"03. див. Западная Сибирь"
1267,"07. див. Верхняя Волга"
3836,"02. див. Восточная Сибирь"
3986,"02. див. Восточная Сибирь"
1492,"07. див. Верхняя Волга"
2151,"06. див. Средняя Волга"
4321,"04. див. Урал"
1484,"11. див. Северо-Западный"
1610,"01. див. Дальний Восток"
446,"07. див. Верхняя Волга"
3876,"05. див. Юг"
1529,"08. див. Центральный"
273,"02. див. Восточная Сибирь"
2308,"02. див. Восточная Сибирь"
762,"04. див. Урал"
3853,"07. див. Верхняя Волга"
3980,"05. див. Юг"
2339,"10. див. Приволжский"
4084,"05. див. Юг"
1290,"03. див. Западная Сибирь"
3454,"10. див. Приволжский"
1848,"07. див. Верхняя Волга"
2900,"07. див. Верхняя Волга"
1121,"10. див. Приволжский"
243,"06. див. Средняя Волга"
2117,"05. див. Юг"
90,"01. див. Дальний Восток"
91,"01. див. Дальний Восток"
326,"08. див. Центральный"
2861,"04. див. Урал"
1513,"11. див. Северо-Западный"
